ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system,refund_amount_normalized,canonical
TK-243973,2025-08-10 13:31,2025-08-10 13:35,2025-08-10 14:04,resolved,chat,C105387,VR886338,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,,35000.0,DUP-PAYMENT,N,"Dear Sir/Madam,

I am writting with reference to my order of Pulse2 (VR886338) placed on 07 Aug.  The page failed after I paid and now nothing shows in my account. I have checked bank statement. I request u to provide a resolution within 3 working days.

Regards,
Suresh Qureshi","1. amount deducted without order
2. chk pg dashboard for txn
3. rfnd of rs 350 initiated to source ~Sneha",legacy_fd,350.0,True
TK-243984,2025-08-10 21:02,2025-08-10 21:40,2025-08-10 22:18,resolved,email,C100811,VR903699,VA-NB-ARC,Other,Normal,Email Frontline,A3018,0,5.0,22100.0,DUP-PAYMENT,N,"order vr903699 (my arc). padi via upi, amount deducted, no order confirmation.
i tried logging out and in. nothing changed.
please resolve asap.",re: amount deducted without order | asked for utr -> full refund processed (221) ~Krishna,legacy_fd,221.0,True
TK-243991,2025-08-11 08:13,2025-08-11 15:33,2025-08-13 15:56,resolved,email,C109469,,VA-EB-AIR,Returns & Refunds,Normal,Returns Desk,A3036,0,2.0,161900.0,GW-OTHER,N,where is the money for the return,Customer staes rfnd pending. Checked rfnd status on PG. Full rfnd processed (1619). Cx informed. (SOP 4.2),legacy_fd,1619.0,True
TK-243993,2025-08-11 09:42,2025-08-11 09:56,2025-08-11 10:33,resolved,chat,C103810,,VA-EB-AIR,Audio Quality,Normal,Chat Frontline,A3007,0,,143900.0,DOA-REPL,Y,"namaste, bought airlite around 03/04 from vireo.in. buzzing sound from the speaker. waiting for your reply. thanks in advance rohan banerjee","closed.
issued rfnd + rplc both, tl aware.",legacy_fd,1439.0,True
TK-243994,2025-08-11 09:50,2025-08-11 09:50,2025-08-11 10:15,resolved,chat,C109440,,VA-EB-AIR,Returns & Refunds,Normal,Returns Desk,A3037,0,,179900.0,RETURN-QC-OK,N,refund not received yet,arn shared with cx. issue: refund not credited. checked reverse pickup qc status. ~Manish,legacy_fd,1799.0,True
TK-244000,2025-08-11 13:35,2025-08-11 13:36,2025-08-13 13:57,resolved,chat,C106593,,VA-EB-AIR,Returns & Refunds,Normal,Returns Desk,A3038,0,,161900.0,GW-OTHER,N,"bhai
still waiting for my refund
abhi tak kuch nahi hua
pls reply","1. Refund pending
2. chk refund status on PG
3. Refunded Rs 1619. Refund done and new unit sent as one-time gesture.",legacy_fd,1619.0,True
TK-244007,2025-08-11 15:16,2025-08-11 15:29,2025-08-12 15:52,resolved,voice,C104809,,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3030,0,,297400.0,DOA-REPL,N,[IVR transcript] Pathetic experience honestly. Got Pulse 2 from Flipkart 2 weeks ago. screen has a crack before I even switched it on. I already took photos. This is the last time I buy from u.,"Contact re unit received damaged. Photos received, damage confirmed. rfnd approved, Rs 2974, 5-7 working days.",legacy_fd,2974.0,True
TK-244010,2025-08-11 16:38,2025-08-11 17:42,2025-08-13 18:01,resolved,social,C107982,,VA-SP-MINI,Returns & Refunds,High,Returns Desk,A3006,2,3.0,237400.0,GW-OTHER,N,still waiting for my refund,arn shared with cx. issue: refund not credited. checked reverse pickup qc status. via chat frontline. -VB,legacy_fd,2374.0,True
TK-244018,2025-08-11 20:27,2025-08-11 22:06,2025-08-11 22:36,resolved,social,C105588,VR904650,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,,594800.0,GW-OTHER,N,"DEAR SIR/MADAM,

I AM WRITING WITH REFERENCE TO MY ORDER OF PULSE 2 BUDS (VR904650) PLACED ON 22 JUL. Return pickup has not happened. I have called courier. I request you to process a refund to my original payment method.

Regards,
Komal Gaikwad","rfnd of rs 5948 initiated to source. issue: reverse pickup pending. re-raised pickup with courier. cx asked for rplc + refund, explained policy, refund only. ~Manish",legacy_fd,5948.0,True
TK-244024,2025-08-12 07:20,2025-08-12 09:53,2025-08-13 10:06,resolved,email,C108679,VR904577,VA-SP-ORB,Returns & Refunds,Normal,Returns Desk,A3037,0,4.0,599900.0,RETURN-QC-OK,N,"hi
refund was promised 5 days ago and nothing
anyone there",arn shared with cx. issue: refund delay. chk refund status on pg. ~Manish,legacy_fd,5999.0,True
TK-244026,2025-08-12 11:19,2025-08-12 12:11,2025-08-12 12:20,resolved,voice,C101535,,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,5.0,349900.0,CANCEL,N,[IVR transcript] cancel order ,full rfnd processed (3499). issue: order cancellation. cancelled before dispatch. ~Sneha,legacy_fd,3499.0,True
TK-244029,2025-08-12 16:16,2025-08-12 16:23,2025-08-15 16:43,resolved,chat,C104061,,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3036,0,4.0,332400.0,GW-OTHER,N,"hey
still waiting for my refund
pulse 2 buds","cx states rfnd delay. chk rfnd status on PG. rfnd approved, Rs 3324, 5-7 working days. Cx satisfied on chat.",legacy_fd,3324.0,True
TK-244031,2025-08-12 16:59,2025-08-12 17:05,2025-08-12 17:37,resolved,chat,C103455,VR882709,VA-HP-ST2,Returns & Refunds,Normal,Returns Desk,A3036,0,,499900.0,GW-OTHER,N,"product: strata 2
order: vr882709
purchased: july 14
issue: still waiting for my refund
tried: checked bank
expected: refund",Contact re reund pending. Checked reverse pickup QC status. Refund of Rs 4999 initiated to source. Cx satisfied on chat. (SOP 2.7),legacy_fd,4999.0,True
TK-244034,2025-08-12 21:04,2025-08-12 21:41,2025-08-14 22:13,resolved,email,C101256,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,2.0,349900.0,RETURN-QC-OK,N,"hello
receivde the wrong item
??",Contact re wrong item delivered. Verified ord vs delivered item photos. Refund of Rs 3499 initiated to source. Case closed w/ cx consent. (SOP 3.1),legacy_fd,3499.0,True
TK-244040,2025-08-13 07:49,2025-08-13 08:01,2025-08-16 08:31,resolved,chat,C106492,,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3037,0,,6174.0,GW-OTHER,Y,"hii
the parcel looekd like it was kicked here from the warehouse, and the unit has a crack
kindly do the needful","rplc raised, rma shared with cx. issue: damaged in transit. photos received, damage confirmed.
money back to source & a fresh pair shipped. ~Manish",helpdesk,6174.0,True
TK-244042,2025-08-13 09:18,2025-08-13 09:19,2025-08-13 09:37,closed,chat,C105782,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,4.0,35000.0,RETURN-QC-OK,N,"dear sir/madam,

i am writing with reference to my order of pulse2 placed on july 18. the app said pickup today, that was on july 18. i have called courier. i request you to look into this matter at the earliest.

sincerely,
anjali rao","1. Reverse pkp pending
2. Re-raised pkp with courier
3. Refund of Rs 350 initiated to source",legacy_fd,350.0,True
TK-244054,2025-08-13 17:14,2025-08-13 17:31,2025-08-15 17:54,resolved,voice,C104995,,VA-HP-ST3,Delivery & Shipping,Normal,Logistics,A3030,0,,5949.0,GW-OTHER,N,"Honestly regretting this purchase.  Ordered Stata 3 3 weeks back. paid on 12-08-2025, still waiting for sommething to show up. I already checked with neighbours. I want a replacement or refund, nothing else.","Reported: ord not delivered. conf address w/ cx. Refund approved, Rs 5949, 5-7 working days.
rplc declined by cx, rfnd issued instead. //AIS",helpdesk,5949.0,True
TK-244074,2025-08-14 19:33,2025-08-14 19:46,2025-08-14 20:16,resolved,voice,C105908,VR880886,VA-EB-PL2,Billing & Payments,High,Billing,A3035,0,4.0,314900.0,DUP-PAYMENT,N,"[IVR transcript] Hi Vireo support, Ordered my Pulse 2 around Diwali. Card charged two times. I want a replacement",Ticket raised for duplicate payment. conf UTRs. rfnd of Rs 3149 initiated to source. Case closed with cx consent.,legacy_fd,3149.0,True
TK-244078,2025-08-14 20:22,2025-08-14 20:33,2025-08-15 21:05,resolved,chat,C107204,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,,47200.0,GW-OTHER,N,refund not received yet,"Cx says rnd pending. Checked reverse pkp QC status. rfnd approved, Rs 472, 5-7 working days. Follow-up not required. (SOP 5.4)",legacy_fd,472.0,True
TK-244084,2025-08-15 02:48,2025-08-15 02:51,2025-08-18 03:16,resolved,chat,C101974,,VA-SP-MINI,Returns & Refunds,Normal,Returns Desk,A3032,1,3.0,50000.0,RETURN-QC-OK,N,this is very disappointing. bought orbit mini around 17-07-2025 from vireo.in. return pickup has not happened. i already called courier. escalate this to someone senior.,"1. reverse pkp pending
2. re-raised pkp w/ crr
3. transferred to billing
4. refund of rs 500 initiated to source. rfnd issued; rplc not applicable (out of stock). ~Sneha",legacy_fd,500.0,True
TK-244086,2025-08-15 14:09,2025-08-15 14:11,2025-08-15 14:42,resolved,chat,C103586,VR886720,VA-SP-ORB,Billing & Payments,High,Billing,A3035,0,4.0,599900.0,DUP-PAYMENT,N,"Dear Sir/Madam,

I am writing with reference to my order of Orbit speaker (VR886720) placed on 13 Aug.  Payment went through but I got no order id. I have checked bank statement. I request you to process a refund to my original payment method.

Sincerely,
Swati Kaur","cx reached out - amount deducted without ord. chk PG dashboard for txn. rfnd approved, Rs 5999, 5-7 working days. Closing.",legacy_fd,5999.0,True
TK-244095,2025-08-15 18:01,2025-08-15 18:34,2025-08-15 18:59,resolved,chat,C105269,VR894470,VA-HP-ST3,Other,Normal,Chat Frontline,A3014,0,2.0,559900.0,GW-OTHER,N,"Namaste, Bought the strata 3 aound 13-07-2025 from Amazon.  Microphone is very low on the the strata 3. I chekced mic permissions. Nothing changed. Please call me on my registered number. Regards","Permissions fixed, rslvd. Issue: low mic pkp. Tested on call w/ cx. -- Credited full amount, new unit also going out tomorrow. -AD",legacy_fd,5599.0,True
TK-244097,2025-08-15 18:47,2025-08-15 18:49,2025-08-15 19:15,resolved,chat,C104301,VR882908,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3036,0,3.0,249900.0,RETURN-QC-OK,N,"hello, got my pulse from vireo.in around diwali. packed the box a weeek ago and it's still here. kindly look inot it.",Cx reported pkp not done. Re-raised pkp w/ courier. Refunded Rs 2499. Case closed w/ cx consent.,legacy_fd,2499.0,True
TK-244111,2025-08-16 11:01,2025-08-16 11:01,2025-08-16 11:20,resolved,chat,C102643,,VA-SW-NX2,Other,Normal,Chat Frontline,A3011,0,4.0,649900.0,CANCEL,N,"Hey, Got my Nexa 2 watch from vireo.in around Diwali.  Cancel order. I tried cancel button, greyed out. Nothing changed. Please resolve asap. Rgds,",Refunded Rs 6499. Issue: cancellation request. chk shipment status.,legacy_fd,6499.0,True
TK-244116,2025-08-16 12:24,2025-08-16 16:44,2025-08-16 17:19,resolved,email,C108140,,VA-AC-CBL,Returns & Refunds,Normal,Returns Desk,A3036,0,2.0,120.0,RETURN-QC-OK,N,"Hey, This is regarding braided cable. Still waiting for my refund. Can someone fix this? Regards,",Cust contacted re refund pending. Checked reverse pickup QC status. ARN shared with cx. Case closed wiht cx consent.,helpdesk,120.0,True
TK-244125,2025-08-16 18:41,2025-08-16 19:06,2025-08-16 19:33,resolved,voice,C108416,VR908047,VA-EB-PL2,Billing & Payments,High,Billing,A3035,0,5.0,3499.0,DUP-PAYMENT,N,"[IVR transcript] honestly regretting this purchase. this is regarding the pulse 2 earbuds. upi shows success, your app shows nothing. i already waited 24 hours. escalate this to someone senior.",Reported: failed ord after payment. conf w/ payment gateway. Refunded Rs 3499. Closing.,helpdesk,3499.0,True
TK-244134,2025-08-17 08:22,2025-08-17 08:25,2025-08-17 08:56,resolved,chat,C107463,,VA-SW-NX2,Billing & Payments,High,Billing,A3033,0,,649900.0,DUP-PAYMENT,N,"hey
payment wetn throuugh but i got no order id
nexa 2
pls reply",refunded rs 6499. issue: amount deducted without order. asked for utr.,legacy_fd,6499.0,True
TK-244146,2025-08-17 14:32,2025-08-17 15:23,2025-08-19 15:41,resolved,email,C108046,VR882635,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,,332400.0,RETURN-QC-OK,N,"hey
return pickup has not happened
kindly do the needful",Contact re pickup missed. Checked pickup AWB. Refund of Rs 3324 initiated to source. Will monitor.,legacy_fd,3324.0,True
TK-244151,2025-08-17 20:24,2025-08-18 01:06,2025-08-20 01:40,closed,social,C104230,VR909432,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3007,1,,349900.0,GW-OTHER,N,"Very poor quality.  my Pulse 2 purchased 2 weeks ago, order VR909432. still waiting for my refund. I already checked bank. I want a replacement or refund, nothing else.","see prev.
offered rplc, cx preferred rfnd. rfnd processed.",legacy_fd,3499.0,True
TK-244152,2025-08-17 20:43,2025-08-17 20:46,2025-08-17 21:00,resolved,chat,C107335,,VA-EB-PL2,Billing & Payments,High,Billing,A3035,0,4.0,279900.0,GW-OTHER,N,"helo
refund was promised 17 days ago and nothing
hello??",-,legacy_fd,2799.0,True
TK-244153,2025-08-17 21:03,2025-08-18 01:47,2025-08-19 02:14,resolved,email,C102354,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3031,0,3.0,61700.0,LOST-TRANSIT,N,"Not acceptable at this price. I bought the Nexa 2 on 06-08-2025. paid on 06-08-2025, still waiting for something to show up. I already chekced the tracking page daily. Refund. Now.",see prev,legacy_fd,617.0,True
TK-244162,2025-08-18 17:51,2025-08-18 17:53,2025-08-26 19:23,resolved,chat,C101737,VR892562,VA-SP-MINI,Other,Low,Chat Frontline,A3014,0,,2249.0,GW-OTHER,N,"Hi Vireo support, Ordered orbit mini 10 days ago. Claim number RMA75889, anyone alive there?. I emailed twice. Kindly look into it. Thank you Arjun",rplc appoved & dispatched. Issue: wty claim status. Checked QC report.,helpdesk,2249.0,True
TK-244164,2025-08-18 19:48,2025-08-18 19:51,2025-08-18 20:29,resolved,chat,C101256,,VA-EB-PL2,Billing & Payments,High,Billing,A3035,0,,52500.0,GW-OTHER,N,"Product: pulse 2 buds
Purchased: August 09
Issue: payment went through but I got no order id
Tried: tried logging out and in
Expected: resolution","1. Failed order after payment
2. Asekd for UTR
3. rfnd approved, Rs 525, 5-7 working days",legacy_fd,525.0,True
TK-244165,2025-08-18 20:07,2025-08-18 20:13,,open,chat,C108703,VR899010,VA-EB-PL2,Other,Normal,Chat Frontline,A3005,0,3.0,349900.0,GW-OTHER,N,"product: the pulse 2 earbuds
purchased: 29 jul
issue: change of mind, please stop the shipment
tried: tried cancel button, greyed out
expected: resolution","Cust contacted re cancel order. Checked shipment status. Cancelled, refund initiated.",legacy_fd,3499.0,True
TK-244167,2025-08-18 20:09,2025-08-18 20:34,2025-08-24 00:46,resolved,voice,C106022,VR902066,VA-SP-ORB,Warranty & Repair,Normal,Escalations & Warranty,A3042,0,,599900.0,DOA-REPL,N,[IVR transcript] hey i sent the unit in 5 days ago and have heard nothing help,issue: warranty claim status | chk qc report -> refunded rs 5999,legacy_fd,5999.0,True
TK-244172,2025-08-19 07:24,2025-08-19 10:20,2025-08-19 10:45,resolved,email,C104752,VR906783,VA-SP-MINI,Connectivity,Normal,Email Frontline,A3022,0,,199900.0,GW-OTHER,N,"Not acceptable at this price.  the mini speaker purchased last week, order VR906783. audio keeps discoonnecting every few minutes. I already turned off wifi. This is the last tiem I buy from you.","1. BT dropouts
2. Checked FW 1.6.10
3. Refunded Rs 1999. | Replacement was offered earlier by chat team, cx opted for rfnd.",legacy_fd,1999.0,True
TK-244176,2025-08-19 11:21,2025-08-19 11:28,2025-08-24 11:49,resolved,voice,C108183,,VA-SP-ORB,Returns & Refunds,Low,Returns Desk,A3037,0,2.0,1080.0,RETURN-QC-OK,Y,"hii
got a different colour than ordered
my orbit
urgent",full rfnd processed (1080). issue: incorrect product shipped. verified order vs delivered item photos.,helpdesk,1080.0,True
TK-244185,2025-08-19 14:58,2025-08-19 15:48,2025-08-22 16:20,resolved,social,C104511,VR895804,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,3.0,349900.0,WTY-BUYBACK,Y,"hi sir
the return was accepted but the amount is nowhere in my account
please jaldi
my pulse 2 VR895804","Customer reached out - rfnd delay. Checked rfnd status on PG. rfnd of Rs 3499 initiated to source. Will monitor. -- Issued rfnd + replacement both, TL aware.",legacy_fd,3499.0,True
TK-244187,2025-08-19 15:32,2025-08-19 16:12,2025-08-21 16:33,resolved,social,C101703,VR890984,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,3.0,700.0,RETURN-QC-OK,N,I am losing patience. This is regarding Pulse2. u picked up the item 11 dyas ago & my money hasn't come back. I already checked bank. Escalate this to someone senior.,"Contact re rfnd delay. chk rfnd status on PG. rfnd approved, Rs 700, 5-7 working days. Closing.",helpdesk,700.0,True
TK-244190,2025-08-19 17:38,2025-08-19 17:44,2025-08-24 17:57,closed,chat,C104758,VR902737,VA-SW-NX2,Delivery & Shipping,High,Logistics,A3030,0,,649900.0,DOA-REPL,Y,"Hello Vireo, This is regarding the Nexa 2. Received damaged product. I refused nothing as I didn't notice till later. I have been a loyal customer and this is how you treat me. Need this sorted this week. Regards","Replacement approved, reverse pickup arranged. Issue: transit damage. Photos rcvd, damage confirmed. Processed FR & raised RMA for new set. //AIS",legacy_fd,6499.0,True
TK-244194,2025-08-19 19:26,2025-08-20 04:06,,open,email,C102354,,VA-SW-NX2,Billing & Payments,Normal,Billing,A3034,0,,123500.0,RETURN-QC-OK,N,"Product: the Nexa 2
Purchased: August 06
Issue: where is the money for the return
Tried: emailed twice
Expected: refund",resolved on call,legacy_fd,1235.0,True
TK-244209,2025-08-20 14:17,2025-08-20 14:29,2025-08-20 14:44,closed,voice,C106359,,VA-SP-MINI,Other,Normal,Voice Frontline,A3026,0,,249900.0,CANCEL,N,"[IVR transcript] This is very disappointing.  Bought orbit mini around 13/08 from vireo.in. my son ordered this withot asking, please reverse. I already tred cancel button, greyed out. This is the last tiime I buy from you",rfnd of Rs 2499 initiated to source. Issue: cancellation request. chk shipment status.,legacy_fd,2499.0,True
TK-244210,2025-08-20 14:30,2025-08-20 14:32,2025-08-20 14:49,resolved,chat,C107817,,VA-SW-FIT,Billing & Payments,High,Billing,A3035,0,,159900.0,DUP-PAYMENT,N,my bank says Rs 2499 went to you but your site says I have no orders,"Contact re payment debited, no ord. Asked for UTR. Refunded Rs 1599. Will monitor.",legacy_fd,1599.0,True
TK-244212,2025-08-20 16:17,2025-08-20 17:01,2025-08-20 17:13,resolved,voice,C109016,,VA-EB-PL2,Other,Normal,Voice Frontline,A3026,0,4.0,349900.0,CANCEL,N,"[IVR transcript] very poor quality.  this is regarding the pulse 2 earbuds. change of mind, please stop the shipment. i already tried cancel button, greyed out. escalate this to someone senior.",ord cancellation | cancelled before dispatch -> full rfnd processed (3499),legacy_fd,3499.0,True
TK-244216,2025-08-20 20:31,2025-08-20 22:19,2025-08-20 22:44,resolved,social,C108925,,VA-EB-PL1,Billing & Payments,Normal,Billing,A3033,0,,237400.0,DUP-PAYMENT,N,"hello ji
payment went through but i got no oder id
please help karo
my pulse
pls reply","1. failed order after payment
2. chk pg dashboard for txn
3. full refund processed (2374)",legacy_fd,2374.0,True
TK-244218,2025-08-20 22:07,2025-08-20 22:19,2025-08-20 22:38,resolved,chat,C107132,VR894921,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3027,0,5.0,349900.0,LOST-TRANSIT,N,"hii
package not delivered even after 8 days
the pulse 2 earbuds
urgent","1. Order not delivered
2. Raised ticket with courier partner
3. Refunded Rs 3499. Offered replacement, cx preferred rfnd. rfnd processed.",legacy_fd,3499.0,True
TK-244220,2025-08-20 22:09,2025-08-20 22:10,2025-08-21 22:31,resolved,chat,C106656,VR897002,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,3.0,349900.0,GW-OTHER,N,"Dear Sir/Madam,

I am writing with reference to my order of Pulse 2 (VR897002) placed on 30-07-2025.  You picked up the item 20 days ago and my money hasn't come back. I have emailed twice. I request you to kindly arrange a replacement.

Sincerely,
Kabir Gill
Nagpur",ticket raised for rfnd pending. checked rfnd status on pg. rfnd confirmed credited. case closed w/ cx consent. ~Manish,legacy_fd,3499.0,True
TK-244224,2025-08-21 09:00,2025-08-21 10:00,2025-08-22 10:31,resolved,email,C102794,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,,2799.0,RETURN-QC-OK,N,"product: teh pulse 2 earbuds
purchased: 02 aug
issue: you picked up the item 6 days ago and my money hasn't come back
tried: checked bnk
expected: refund","1. Refund not credited
2. Checked reverse pkp QC status
3. Refund of Rs 2799 initiated to source",helpdesk,2799.0,True
TK-244228,2025-08-21 10:31,2025-08-21 10:43,2025-09-02 15:29,resolved,chat,C103757,,VA-EB-PL2,Warranty & Repair,Normal,Escalations & Warranty,A3039,0,,349900.0,GW-OTHER,N,very poor quality. i bought the pulse 2 earbuds on july 23. no update on my repair. i already called service centre. this is the last time i buy from you.,"repair status follow-up | checked rma status -> replacement approved and dispatched.
amount returned to card; fresh unit shipped from blr warehouse. ~Reyansh",legacy_fd,3499.0,True
TK-244231,2025-08-21 14:33,2025-08-21 14:36,2025-08-21 14:46,resolved,chat,C101417,VR880738,VA-EB-PL2,Other,Normal,Chat Frontline,A3012,0,,140000.0,GW-OTHER,N,"please cancel, ordered by msitake
VR880738",contact re cancel order. checked shipment status. full rfnd processed (1400).,legacy_fd,1400.0,True
TK-244241,2025-08-21 20:41,2025-08-21 21:44,2025-08-21 21:59,resolved,email,C107173,VR899027,VA-EB-PL1,Billing & Payments,High,Billing,A3035,0,,249900.0,PRICE-ADJ,N,"Dear Sir/Madam,

I am witing wiht reference to my order of the Pulse buds (VR899027) placed on 14-08-2025.  Promo code shows invalid. I have tried in caps. I request you to look into this matter at the earliest.

Sincerely,
Lobsang Arora
Kolkata",cx recahed out - coupon not applied. chk coupon validity. Refund of Rs 2499 initiated to source. Cx informed.,legacy_fd,2499.0,True
TK-244243,2025-08-21 21:29,2025-08-21 21:31,2025-08-23 03:27,resolved,chat,C104301,VR882908,VA-EB-PL1,Warranty & Repair,Low,Escalations & Warranty,A3041,0,,249900.0,WTY-BUYBACK,N,"hello, order vr882908 (the pulse buds). no update on my repair. please advise.","1. Repair status follow-up
2. Checked RMA status
3. Repair completed, shipped back. -- Money back to source & a fresh pair shipped.",legacy_fd,2499.0,True
TK-244273,2025-08-23 10:13,2025-08-23 11:20,2025-08-23 11:33,resolved,email,C104356,VR895937,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,0,3.0,2799.0,GW-OTHER,N,"Dear team, I bought Pulse2 on 17-08-2025. Ordder not delivered, tracking not updating. I checked with neighbours. Nothing changed. Please help. Rgds Aishwarya Patil","courier confirmed delivery for 27 aug, cx informed. issue: shipment not received. checked awb with courier. -- issued refund + replacement both, tl aware. -RM",helpdesk,2799.0,True
TK-244276,2025-08-23 12:19,2025-08-23 12:45,2025-08-23 13:23,resolved,voice,C109459,VR883569,VA-EB-PL2,Billing & Payments,High,Billing,A3033,0,,2799.0,DUP-PAYMENT,N,Not what I expected from Vireo. Order VR883569 (the Pulse 2 earbuds). my bank shows the same amount twice on the same day. I already waited a week. Fix this or I am posting on twitter.,"1. duplicate payment
2. checked pg for duplicate txn
3. refunded rs 2799",helpdesk,2799.0,True
TK-244281,2025-08-23 14:59,2025-08-23 16:12,2025-08-23 16:34,resolved,email,C104018,VR886489,VA-NB-ARC,Audio Quality,Normal,Email Frontline,A3018,0,,116900.0,DOA-REPL,N,"Hi Vireo support, Ordered Arc nekband a mnoth ago. Microphone is vry low on the Arc neckband. Can someone fix this?","-. Replacement was offered earlier by chat team, cx opted for refund. ~Krishna",legacy_fd,1169.0,True
TK-244293,2025-08-24 06:29,2025-08-24 06:33,2025-08-24 06:57,resolved,chat,C107367,VR880872,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3037,0,,249900.0,RETURN-QC-OK,N,"hello vireo,
this is regarding pulse 1.  the return was accepted but the amount is nowhere in my account.
i checked bank. nothing changed.
waiting for your reply.
thanks in advance, payal",refunded rs 2499. issue: refund pending. checked reverse pickup qc status.,legacy_fd,2499.0,True
TK-244294,2025-08-24 07:09,2025-08-24 07:14,2025-08-25 07:31,resolved,chat,C103479,VR899914,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,4.0,349900.0,RETURN-QC-OK,N,"hii
still waiting for my refund
pulse 2 buds","1. Refund delay
2. Checked refund status on PG
3. Refunded Rs 3499",legacy_fd,3499.0,True
TK-244296,2025-08-24 08:05,2025-08-24 08:06,2025-08-24 08:20,resolved,chat,C107472,,VA-EB-PL2,Billing & Payments,High,Billing,A3034,0,,157400.0,RETURN-QC-OK,N,"Hello, I bought my Pulse 2 on 21/08.  Refund not received yet. I checked bank. Please resolve asap. Regards Bhavna Goyal","refund approved, rs 1574, 5-7 working days",legacy_fd,1574.0,True
TK-244300,2025-08-24 10:07,2025-08-24 10:31,2025-08-27 11:03,resolved,voice,C104349,VR889335,VA-HP-ST2,Returns & Refunds,Normal,Returns Desk,A3038,0,,399900.0,RETURN-QC-OK,N,"[IVR transcript] refund not received yet, vr889335, how do i get this fixed?",Customer states refund pending. chk refund status on PG. Refund of Rs 3999 initiated to source.,legacy_fd,3999.0,True
TK-244310,2025-08-24 21:36,2025-08-24 23:01,2025-08-24 23:32,closed,email,C100719,VR906714,VA-SW-NX1,Billing & Payments,High,Billing,A3034,0,,47500.0,GW-OTHER,N,"this is regarding my nexa. my bank says rs 2499 went to you but your site says i have no orders. waiting for your reply. awaiting response, amit gupta",cx ok,legacy_fd,475.0,True
TK-244317,2025-08-25 13:07,2025-08-25 13:10,,open,chat,C104047,VR893243,VA-EB-PL1,Other,Normal,Chat Frontline,A3007,0,,249900.0,GW-OTHER,N,"helo
please cancel, ordered by mistake",closed,legacy_fd,2499.0,True
TK-244323,2025-08-25 20:28,2025-08-25 22:15,2025-08-25 22:32,resolved,social,C105743,VR891943,VA-SP-ORB,Billing & Payments,High,Billing,A3032,0,,81000.0,GW-OTHER,N,"dear team, this is regarding orbit speaker. card charged two times. how do i get this fixed? thank you","1. charged twice
2. confirmed utrs
3. refunded rs 810 ~Sneha",legacy_fd,810.0,True
TK-244330,2025-08-26 10:30,2025-08-26 10:32,2025-08-28 10:57,resolved,chat,C103114,VR898873,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,,148700.0,GW-OTHER,N,"Product: Pulse2
Order: VR898873
Purchased: 19/08
Issue: u picked up the item 11 days ago and my money hasn't come back
Tried: checked bank
Expected: refund","1. refund not credited
2. checked refund status on pg
3. refund of rs 1487 initiated to source ~Manish",legacy_fd,1487.0,True
TK-244333,2025-08-26 12:30,2025-08-26 17:49,2025-08-26 18:15,resolved,social,C106171,VR888191,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,3.0,349900.0,GW-OTHER,N,"Product: the Pulse 2 earbuds
Order: VR888191
Purchased: August 18
Issue: refund was promised 14 dasy ago and nothng
Tried: emailed twice
Expected: resolution","1. Refund delay
2. chk reverse pickup QC status
3. Refund of Rs 3499 initiated to source (SOP 5.4)",legacy_fd,3499.0,True
TK-244345,2025-08-27 01:10,2025-08-27 05:07,2025-08-29 05:31,resolved,email,C104412,VR905033,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3038,0,,649900.0,RETURN-QC-OK,N,refund was promised 14 days ago & nothing. VR905033,"1. Refund pending
2. chk refund status on PG
3. Refund of Rs 6499 initiated to source.
Refund issued; rplc not applicable (out of stock).",legacy_fd,6499.0,True
